Склад;ДатаКлюч;Продажи рублей
Склад 1;08.01.2013;1776309
Склад 1;09.01.2013;1670458.8
Склад 1;13.01.2013;2065636.4
Склад 1;14.01.2013;1736802.8
Склад 1;15.01.2013;1689900.8
Склад 1;18.01.2013;1974294.2
Склад 1;20.01.2013;1653174.6
Склад 1;23.01.2013;907708.299999999
Склад 1;27.01.2013;1024624.5
Склад 1;01.02.2013;1045591.8
Склад 1;03.02.2013;847765.6
Склад 1;04.02.2013;618433.299999999
Склад 1;08.02.2013;930346.5
Склад 1;09.02.2013;1027636.4
Склад 1;10.02.2013;509113.2
Склад 1;11.02.2013;955826.399999999
Склад 1;12.02.2013;872409.3
Склад 1;13.02.2013;943390.3
Склад 1;19.02.2013;937506.699999999
Склад 1;23.02.2013;1114301.3
Склад 1;27.02.2013;897056.8
Склад 1;28.02.2013;1005087
Склад 1;07.03.2013;2075221.3
Склад 1;17.03.2013;1093015.1
Склад 1;21.03.2013;928128
Склад 1;25.03.2013;960227.899999999
Склад 1;28.03.2013;991072.299999999
Склад 1;29.03.2013;1059445.1
Склад 1;01.04.2013;889222.9
Склад 1;02.04.2013;1003981.6
Склад 1;06.04.2013;1064343.2
Склад 1;11.04.2013;888212.8
Склад 1;18.04.2013;991440.5
Склад 1;21.04.2013;976792.8
Склад 1;23.04.2013;978185.3
Склад 1;27.04.2013;1091074.4
Склад 1;29.04.2013;885683.299999999
Склад 1;30.04.2013;1134849.7
Склад 1;17.05.2013;702659
Склад 1;18.05.2013;1336958.9
Склад 1;22.05.2013;938159.599999999
Склад 1;26.05.2013;944847.8
Склад 1;31.05.2013;1298720.9
Склад 1;04.06.2013;1015271.2
Склад 1;06.06.2013;966755.899999999
Склад 1;14.06.2013;1143091.3
Склад 1;20.06.2013;873342.899999999
Склад 1;24.06.2013;945348.599999999
Склад 1;27.06.2013;953488.6
Склад 1;30.06.2013;912453.499999998
Склад 1;03.07.2013;826308.599999999
Склад 1;04.07.2013;965928.899999999
Склад 1;06.07.2013;861645.4
Склад 1;14.07.2013;757966.599999999
Склад 1;17.07.2013;1022869.1
Склад 1;18.07.2013;991757.8
Склад 1;21.07.2013;910078.4
Склад 1;02.08.2013;1094365.5
Склад 1;08.08.2013;884464
Склад 1;14.08.2013;831535.5
Склад 1;18.08.2013;823699.799999999
Склад 1;25.08.2013;914355.3
Склад 1;26.08.2013;829950.1
Склад 1;29.08.2013;1018692.1
Склад 1;31.08.2013;1063010.9
Склад 1;05.09.2013;963218.499999999
Склад 1;11.09.2013;937180.7
Склад 1;14.09.2013;1120604.7
Склад 1;15.09.2013;930306.199999999
Склад 1;19.09.2013;1054583.3
Склад 1;25.09.2013;951495.7
Склад 1;10.10.2013;1115111.1
Склад 1;13.10.2013;949043.799999999
Склад 1;15.10.2013;968309.299999999
Склад 1;17.10.2013;1041327.2
Склад 1;21.10.2013;980821.8
Склад 1;25.10.2013;1191493.9
Склад 1;28.10.2013;970715.199999999
Склад 1;02.11.2013;1137343.3
Склад 1;08.11.2013;1187872.8
Склад 1;09.11.2013;1135858.7
Склад 1;10.11.2013;899801.799999999
Склад 1;12.11.2013;926369.399999999
Склад 1;21.11.2013;1101395.8
Склад 1;22.11.2013;1120341.7
Склад 1;29.11.2013;1304744
Склад 1;04.12.2013;972282.4
Склад 1;07.12.2013;1289958.5
Склад 1;12.12.2013;1015889.9
Склад 1;17.12.2013;1017473.8
Склад 1;21.12.2013;1214384.3
Склад 1;30.12.2013;2065799.3
Склад 1;01.01.2014;602127.999999999
Склад 1;05.01.2014;888593.299999999
Склад 1;12.01.2014;896596.699999999
Склад 1;13.01.2014;1128323.1
Склад 1;15.01.2014;1035860.8
Склад 1;16.01.2014;1051559.3
Склад 1;29.01.2014;946353.2
Склад 1;02.02.2014;871138.899999999
Склад 1;14.02.2014;1303175
Склад 1;15.02.2014;1238123.6
Склад 1;16.02.2014;869798.6
Склад 1;17.02.2014;943689.999999999
Склад 1;21.02.2014;1357597.2
Склад 1;25.02.2014;1075513.8
Склад 1;27.02.2014;1141896.3
Склад 1;28.02.2014;1236672
Склад 1;08.03.2014;1658014.6
Склад 1;18.03.2014;1168420.9
Склад 1;21.03.2014;1301195.2
Склад 1;22.03.2014;1183712.3
Склад 1;24.03.2014;1068695.1
Склад 1;31.03.2014;1018590.1
Склад 1;05.04.2014;1194736.9
Склад 1;06.04.2014;990312
Склад 1;12.04.2014;1182234.6
Склад 1;14.04.2014;830530.699999999
Склад 1;15.04.2014;1051570.1
Склад 1;17.04.2014;1230048.8
Склад 1;18.04.2014;1397078.8
Склад 1;19.04.2014;1438293.3
Склад 1;20.04.2014;1014977.8
Склад 1;22.04.2014;964465.199999999
Склад 1;24.04.2014;1216864.1
Склад 1;28.04.2014;1070139
Склад 1;01.05.2014;1121655.2
Склад 1;05.05.2014;995870.399999999
Склад 1;10.05.2014;1032952.9
Склад 1;15.05.2014;1295477.8
Склад 1;19.05.2014;1046468.2
Склад 1;26.05.2014;1055872.9
Склад 1;04.06.2014;1079242.3
Склад 1;06.06.2014;1073833.4
Склад 1;07.06.2014;1213454.4
Склад 1;08.06.2014;972137.099999999
Склад 1;09.06.2014;1067101.2
Склад 1;15.06.2014;947803.199999999
Склад 1;19.06.2014;1315900.7
Склад 1;21.06.2014;1125250.3
Склад 1;22.06.2014;1055439.1
Склад 1;23.06.2014;1056738.7
Склад 1;27.06.2014;1347684.4
Склад 1;29.06.2014;1090252.4
Склад 1;02.07.2014;1131779.8
Склад 1;05.07.2014;1054377.8
Склад 1;11.07.2014;1151945
Склад 1;18.07.2014;1156114.4
Склад 1;20.07.2014;909660.3
Склад 1;21.07.2014;1016812.4
Склад 1;23.07.2014;948071.499999999
Склад 1;24.07.2014;963935.799999999
Склад 1;30.07.2014;866713.699999999
Склад 1;08.08.2014;1166100.7
Склад 1;14.08.2014;1109015
Склад 1;21.08.2014;1102427
Склад 1;22.08.2014;1140679
Склад 1;25.08.2014;956501.499999999
Склад 1;28.08.2014;1224447.2
Склад 1;13.09.2014;1084526.1
Склад 1;15.09.2014;1114968
Склад 1;18.09.2014;1198084.4
Склад 1;20.09.2014;1110028.6
Склад 1;26.09.2014;1245330.3
Склад 1;27.09.2014;1068371.4
Склад 1;04.10.2014;1289320.5
Склад 1;06.10.2014;1042321.4
Склад 1;08.10.2014;921141.999999999
Склад 1;17.10.2014;1344328.6
Склад 1;19.10.2014;1001522.9
Склад 1;24.10.2014;1244321.2
Склад 1;28.10.2014;1009193.2
Склад 1;30.10.2014;1274895
Склад 1;01.11.2014;1016085.7
Склад 1;02.11.2014;1122217.3
Склад 1;07.11.2014;1224924.1
Склад 1;12.11.2014;1128849.1
Склад 1;13.11.2014;1417162.5
Склад 1;16.11.2014;919697.799999999
Склад 1;18.11.2014;1076464
Склад 1;20.11.2014;1301843.5
Склад 1;27.11.2014;1445124.5
Склад 1;28.11.2014;1255297.1
Склад 1;30.11.2014;1006122.9
Склад 1;08.12.2014;1053036.5
Склад 1;11.12.2014;1348425.1
Склад 1;13.12.2014;1232259.3
Склад 1;14.12.2014;993113.799999999
Склад 1;17.12.2014;1186024.4
Склад 1;25.12.2014;1624277.4
Склад 1;28.12.2014;1175653.7
Склад 1;29.12.2014;1811196.00000001
Склад 1;31.12.2014;2657309.80000001
Склад 1;01.01.2015;531738.399999999
Склад 1;04.01.2015;849238.899999998
Склад 1;08.01.2015;877822.299999998
Склад 1;10.01.2015;888254.799999998
Склад 1;11.01.2015;906943.299999998
Склад 1;15.01.2015;1171270
Склад 1;23.01.2015;1156412.1
Склад 1;25.01.2015;924349.099999999
Склад 1;29.01.2015;1180621.2
Склад 1;30.01.2015;1145527.8
Склад 1;01.02.2015;877839.999999999
Склад 1;02.02.2015;997957.199999998
Склад 1;05.02.2015;1186973.5
Склад 1;06.02.2015;1176634
Склад 1;07.02.2015;1055261.8
Склад 1;10.02.2015;995284.699999999
Склад 1;13.02.2015;1341267
Склад 1;14.02.2015;1234785.8
Склад 1;18.02.2015;1107969
Склад 1;25.02.2015;982025.799999998
Склад 1;26.02.2015;1080429.9
Склад 1;02.03.2015;968738.099999998
Склад 1;03.03.2015;1041016.5
Склад 1;09.03.2015;872058.899999998
Склад 1;11.03.2015;900076.799999999
Склад 1;13.03.2015;1125646.3
Склад 1;14.03.2015;1136322.2
Склад 1;16.03.2015;999533.699999998
Склад 1;30.03.2015;974889.899999999
Склад 1;03.04.2015;1163625.4
Склад 1;05.04.2015;965516.199999999
Склад 1;08.04.2015;1030198.5
Склад 1;09.04.2015;1196958
Склад 1;11.04.2015;1353496.8
Склад 1;13.04.2015;943441.799999998
Склад 1;14.04.2015;996880.599999998
Склад 1;02.05.2015;845969.299999999
Склад 1;04.05.2015;846084.199999998
Склад 1;13.05.2015;979867.099999998
Склад 1;21.05.2015;1024530.2
Склад 1;22.05.2015;1186144.3
Склад 1;27.05.2015;932723.699999998
Склад 1;28.05.2015;1105215.3
Склад 1;29.05.2015;1045449.6
Склад 1;09.06.2015;979673.099999998
Склад 1;10.06.2015;1064391.1
Склад 1;13.06.2015;1266890.9
Склад 1;19.06.2015;1284998.5
Склад 1;24.06.2015;984371.599999999
Склад 1;25.06.2015;1198288.6
Склад 1;01.07.2015;1074744.9
Склад 1;05.07.2015;923291.199999999
Склад 1;08.07.2015;914548.499999999
Склад 1;11.07.2015;1012124.8
Склад 1;15.07.2015;932484.399999999
Склад 1;18.07.2015;1031046.9
Склад 1;20.07.2015;1003153.4
Склад 1;21.07.2015;899670.199999999
Склад 1;12.08.2015;877282.4
Склад 1;13.08.2015;1026138.5
Склад 1;19.08.2015;912915.099999999
Склад 1;24.08.2015;945442.299999999
Склад 1;27.08.2015;1063465.5
Склад 1;29.08.2015;952759.499999998
Склад 1;30.08.2015;984222.499999998
Склад 1;31.08.2015;1094223.5
Склад 1;01.09.2015;1034183.3
Склад 1;02.09.2015;975748.899999999
Склад 1;06.09.2015;1010540.4
Склад 1;08.09.2015;1013231.4
Склад 1;23.09.2015;939911.399999998
Склад 1;27.09.2015;967838.199999999
Склад 1;01.10.2015;1127614.9
Склад 1;04.10.2015;882226.399999999
Склад 1;06.10.2015;932580.999999999
Склад 1;12.10.2015;1041489.1
Склад 1;13.10.2015;1019999.4
Склад 1;14.10.2015;988112.199999999
Склад 1;18.10.2015;872263.999999999
Склад 1;20.10.2015;982899.999999999
Склад 1;27.10.2015;1037939.1
Склад 1;28.10.2015;841610.699999999
Склад 1;29.10.2015;1319776.1
Склад 1;05.11.2015;1117068
Склад 1;06.11.2015;1170650.7
Склад 1;15.11.2015;1001796.5
Склад 1;16.11.2015;1023796.3
Склад 1;17.11.2015;980246.599999999
Склад 1;18.11.2015;911397.999999999
Склад 1;20.11.2015;1176857.9
Склад 1;01.12.2015;1009760
Склад 1;04.12.2015;1140981.2
Склад 1;05.12.2015;1051601.9
Склад 1;10.12.2015;1203740.3
Склад 1;11.12.2015;1221262.4
Склад 1;13.12.2015;1061392.2
Склад 1;14.12.2015;1040753.3
Склад 1;18.12.2015;1314942.1
Склад 1;21.12.2015;1141138.2
Склад 1;22.12.2015;1103535.4
Склад 1;24.12.2015;1987279.8
Склад 1;25.12.2015;1703522.1
Склад 1;27.12.2015;1203827
Склад 1;29.12.2015;1675479
Склад 143;03.01.2013;1551469.2
Склад 143;04.01.2013;1296532.8
Склад 143;11.01.2013;1667374.8
Склад 143;15.01.2013;1046521
Склад 143;16.01.2013;1454648.4
Склад 143;20.01.2013;1337406.6
Склад 143;21.01.2013;1383092
Склад 143;22.01.2013;1394152.6
Склад 143;30.01.2013;621999.499999999
Склад 143;03.02.2013;798327.4
Склад 143;12.02.2013;700555.799999999
Склад 143;13.02.2013;790080.099999999
Склад 143;15.02.2013;988791.799999999
Склад 143;17.02.2013;888243.899999999
Склад 143;25.02.2013;552136.5
Склад 143;26.02.2013;858660.299999999
Склад 143;01.03.2013;976980.799999999
Склад 143;09.03.2013;842034.5
Склад 143;15.03.2013;903174.399999999
Склад 143;18.03.2013;664026.7
Склад 143;20.03.2013;491109.7
Склад 143;21.03.2013;920735.799999999
Склад 143;23.03.2013;1142180.7
Склад 143;26.03.2013;762135.399999999
Склад 143;11.04.2013;792152.599999999
Склад 143;13.04.2013;1183183.4
Склад 143;18.04.2013;718957.4
Склад 143;20.04.2013;1135792.7
Склад 143;22.04.2013;637714.899999999
Склад 143;26.04.2013;1004986.1
Склад 143;28.04.2013;931814.8
Склад 143;06.05.2013;614335.9
Склад 143;07.05.2013;781957.4
Склад 143;08.05.2013;987548.799999999
Склад 143;11.05.2013;884802.999999999
Склад 143;13.05.2013;712920.6
Склад 143;19.05.2013;902502.099999999
Склад 143;22.05.2013;811480.399999999
Склад 143;28.05.2013;877617.1
Склад 143;07.06.2013;1036700.2
Склад 143;08.06.2013;1279757
Склад 143;09.06.2013;741013.699999999
Склад 143;10.06.2013;941970.2
Склад 143;11.06.2013;845314.199999999
Склад 143;13.06.2013;778200.599999999
Склад 143;17.06.2013;774539.299999999
Склад 143;21.06.2013;1236587.5
Склад 143;24.06.2013;785906.899999999
Склад 143;28.06.2013;1165878.6
Склад 143;04.07.2013;860284.199999999
Склад 143;05.07.2013;1242936
Склад 143;07.07.2013;847653.9
Склад 143;11.07.2013;831615.099999999
Склад 143;17.07.2013;905722.3
Склад 143;18.07.2013;1001509.9
Склад 143;26.07.2013;1278281
Склад 143;30.07.2013;944188.799999999
Склад 143;31.07.2013;821939.8
Склад 143;11.08.2013;781756.8
Склад 143;02.09.2013;786427.3
Склад 143;03.09.2013;718103.399999999
Склад 143;04.09.2013;804355.3
Склад 143;06.09.2013;1128592.7
Склад 143;16.09.2013;726283.999999999
Склад 143;20.09.2013;1013077.7
Склад 143;22.09.2013;873272.800000001
Склад 143;23.09.2013;702501.6
Склад 143;24.09.2013;769379.399999999
Склад 143;28.09.2013;1287119.8
Склад 143;01.10.2013;758564.5
Склад 143;06.10.2013;868932.2
Склад 143;07.10.2013;830609.099999999
Склад 143;13.10.2013;1015920.2
Склад 143;15.10.2013;841188.599999999
Склад 143;16.10.2013;676893.599999999
Склад 143;17.10.2013;905169.8
Склад 143;18.10.2013;1081046.8
Склад 143;27.10.2013;970865.7
Склад 143;28.10.2013;738312.2
Склад 143;29.10.2013;755065.6
Склад 143;01.11.2013;1168745.8
Склад 143;11.11.2013;758596.799999999
Склад 143;17.11.2013;1043991.6
Склад 143;18.11.2013;743457.1
Склад 143;19.11.2013;879998.199999999
Склад 143;27.11.2013;871666.399999999
Склад 143;28.11.2013;1049441.7
Склад 143;29.11.2013;1318812.1
Склад 143;30.11.2013;1638747.7
Склад 143;06.12.2013;1493790.9
Склад 143;13.12.2013;1368113.6
Склад 143;15.12.2013;1069011.2
Склад 143;16.12.2013;955660.399999999
Склад 143;23.12.2013;1041910.9
Склад 143;07.01.2014;1077946.6
Склад 143;15.01.2014;885707.599999999
Склад 143;17.01.2014;1060123.3
Склад 143;20.01.2014;748476.099999999
Склад 143;23.01.2014;829727.599999999
Склад 143;24.01.2014;1320607
Склад 143;26.01.2014;1090209.3
Склад 143;04.02.2014;900099.699999999
Склад 143;08.02.2014;1358779
Склад 143;09.02.2014;962294.899999999
Склад 143;11.02.2014;913877.300000001
Склад 143;15.02.2014;1399649.1
Склад 143;18.02.2014;983030.1
Склад 143;20.02.2014;1457087.4
Склад 143;22.02.2014;1669180.2
Склад 143;24.02.2014;761375.399999999
Склад 143;02.03.2014;895357.499999999
Склад 143;04.03.2014;970561.099999999
Склад 143;05.03.2014;971534.499999999
Склад 143;06.03.2014;1811050
Склад 143;07.03.2014;2577539.1
Склад 143;08.03.2014;2267225.7
Склад 143;15.03.2014;1479908.6
Склад 143;16.03.2014;1026877.4
Склад 143;20.03.2014;1144980.5
Склад 143;21.03.2014;1197162.2
Склад 143;06.04.2014;1123343.6
Склад 143;20.04.2014;1182702.2
Склад 143;26.04.2014;1393722.1
Склад 143;29.04.2014;1063479.1
Склад 143;03.05.2014;1135254.8
Склад 143;07.05.2014;870361.3
Склад 143;11.05.2014;1110249.2
Склад 143;20.05.2014;944355.099999999
Склад 143;24.05.2014;1498286.7
Склад 143;30.05.2014;1364480.4
Склад 143;04.06.2014;825144.1
Склад 143;06.06.2014;1291265
Склад 143;08.06.2014;1200784.8
Склад 143;09.06.2014;834024.999999999
Склад 143;20.06.2014;1486069.9
Склад 143;21.06.2014;1547402.8
Склад 143;23.06.2014;985405.4
Склад 143;25.06.2014;895445
Склад 143;10.07.2014;1208440.6
Склад 143;11.07.2014;1570884.2
Склад 143;18.07.2014;1496652.1
Склад 143;19.07.2014;1389181.4
Склад 143;20.07.2014;964697.2
Склад 143;24.07.2014;1196535.9
Склад 143;29.07.2014;1037902.9
Склад 143;30.07.2014;854966.9
Склад 143;01.08.2014;1007313.7
Склад 143;06.08.2014;836419.599999999
Склад 143;07.08.2014;1006467.9
Склад 143;12.08.2014;964855.499999999
Склад 143;17.08.2014;886678.899999999
Склад 143;22.08.2014;1063847.4
Склад 143;25.08.2014;839989.099999999
Склад 143;27.08.2014;743833.699999999
Склад 143;29.08.2014;1212388
Склад 143;04.09.2014;788497.299999999
Склад 143;06.09.2014;1295443.1
Склад 143;07.09.2014;830610.799999999
Склад 143;08.09.2014;808210.599999999
Склад 143;17.09.2014;766257.299999998
Склад 143;19.09.2014;1136762.8
Склад 143;09.10.2014;954195.699999998
Склад 143;11.10.2014;1365811.8
Склад 143;12.10.2014;914420.799999998
Склад 143;14.10.2014;782492.899999998
Склад 143;16.10.2014;1084642.2
Склад 143;26.10.2014;998499.699999999
Склад 143;27.10.2014;742634.799999999
Склад 143;30.10.2014;1139213.7
Склад 143;03.11.2014;934275.699999998
Склад 143;06.11.2014;1110790.8
Склад 143;10.11.2014;835330.799999999
Склад 143;16.11.2014;1085617.8
Склад 143;18.11.2014;879774.499999998
Склад 143;19.11.2014;733924.899999999
Склад 143;20.11.2014;1152241.5
Склад 143;28.11.2014;1291765.2
Склад 143;29.11.2014;1403097.6
Склад 143;01.12.2014;873456.199999998
Склад 143;02.12.2014;941398.599999998
Склад 143;04.12.2014;1132662.2
Склад 143;09.12.2014;987166.099999999
Склад 143;16.12.2014;1089001.1
Склад 143;18.12.2014;1340839.2
Склад 143;19.12.2014;1574406.3
Склад 143;22.12.2014;1044288.1
Склад 143;23.12.2014;1169007.5
Склад 143;26.12.2014;2127183.40000001
Склад 143;30.12.2014;2893172.60000001
Склад 143;03.01.2015;889560.799999999
Склад 143;10.01.2015;932365.099999998
Склад 143;11.01.2015;779404.299999999
Склад 143;20.01.2015;915666.099999998
Склад 143;21.01.2015;872314.999999999
Склад 143;25.01.2015;1183812.8
Склад 143;29.01.2015;951341.899999998
Склад 143;01.02.2015;851287.399999999
Склад 143;06.02.2015;1164649.8
Склад 143;13.02.2015;1289720.1
Склад 143;19.02.2015;1108575.8
Склад 143;22.02.2015;1230821.9
Склад 143;01.03.2015;861688.799999998
Склад 143;05.03.2015;1598455.8
Склад 143;07.03.2015;1903846.3
Склад 143;09.03.2015;832509.299999998
Склад 143;10.03.2015;717915.399999999
Склад 143;11.03.2015;976151.499999997
Склад 143;16.03.2015;800169.099999998
Склад 143;27.03.2015;1087523.2
Склад 143;28.03.2015;1187074.7
Склад 143;29.03.2015;866627.799999998
Склад 143;04.04.2015;1246879
Склад 143;12.04.2015;981412.699999998
Склад 143;13.04.2015;806350.799999999
Склад 143;14.04.2015;827104.499999999
Склад 143;16.04.2015;861503.899999999
Склад 143;17.04.2015;1063744.7
Склад 143;26.04.2015;1008672.1
Склад 143;28.04.2015;823433.299999999
Склад 143;30.04.2015;1061961.1
Склад 143;01.05.2015;1456848.2
Склад 143;02.05.2015;905054.499999998
Склад 143;04.05.2015;836838.599999998
Склад 143;05.05.2015;773971.499999999
Склад 143;07.05.2015;917216.099999999
Склад 143;10.05.2015;993617.499999998
Склад 143;11.05.2015;785367.799999998
Склад 143;13.05.2015;777061.999999998
Склад 143;16.05.2015;1070230.9
Склад 143;25.05.2015;758231.999999998
Склад 143;31.05.2015;1060785.9
Склад 143;01.06.2015;860007.699999998
Склад 143;02.06.2015;859787.399999999
Склад 143;04.06.2015;944445.199999999
Склад 143;05.06.2015;1205896.9
Склад 143;11.06.2015;1314271.8
Склад 143;29.06.2015;965440.499999999
Склад 143;30.06.2015;1062141.2
Склад 143;03.07.2015;1471628.6
Склад 143;04.07.2015;1150052.7
Склад 143;13.07.2015;853999.599999999
Склад 143;15.07.2015;963138.299999998
Склад 143;16.07.2015;1345000.6
Склад 143;30.07.2015;914855.099999999
Склад 143;02.08.2015;896156.999999998
Склад 143;03.08.2015;827471.399999998
Склад 143;06.08.2015;1076658
Склад 143;09.08.2015;991484.499999998
Склад 143;15.08.2015;866254.699999999
Склад 143;20.08.2015;958492.899999998
Склад 143;21.08.2015;982113.299999999
Склад 143;24.08.2015;732182.999999999
Склад 143;30.08.2015;735555.299999998
Склад 143;01.09.2015;871538.699999998
Склад 143;04.09.2015;999191
Склад 143;06.09.2015;1004508
Склад 143;10.09.2015;908067.699999999
Склад 143;12.09.2015;1036684.6
Склад 143;13.09.2015;873608.099999998
Склад 143;15.09.2015;817040.299999998
Склад 143;16.09.2015;656224.799999999
Склад 143;23.09.2015;676932.299999999
Склад 143;25.09.2015;940240.099999999
Склад 143;30.09.2015;781328.899999999
Склад 143;02.10.2015;1025568.2
Склад 143;03.10.2015;925423.699999999
Склад 143;08.10.2015;913089.799999999
Склад 143;09.10.2015;934168.399999999
Склад 143;15.10.2015;986008.099999999
Склад 143;16.10.2015;949263.099999999
Склад 143;01.11.2015;1061988.3
Склад 143;06.11.2015;1261166.1
Склад 143;16.11.2015;735904.699999999
Склад 143;19.11.2015;968920.699999999
Склад 143;20.11.2015;1000069.1
Склад 143;23.11.2015;776428.199999999
Склад 143;26.11.2015;1098727.6
Склад 143;28.11.2015;1227195.3
Склад 143;29.11.2015;999275.499999999
Склад 143;01.12.2015;821786.199999999
Склад 143;03.12.2015;926014.499999999
Склад 143;05.12.2015;1003412.1
Склад 143;08.12.2015;795748.299999999
Склад 143;09.12.2015;740252.899999999
Склад 143;14.12.2015;812665.199999998
Склад 143;17.12.2015;1213328.9
Склад 143;19.12.2015;1252705.4
Склад 143;28.12.2015;1341614.8
Склад 206;01.01.2013;416537.599999999
Склад 206;03.01.2013;970797.999999999
Склад 206;04.01.2013;831710.599999999
Склад 206;10.01.2013;739256.599999998
Склад 206;12.01.2013;1228264
Склад 206;13.01.2013;853557.799999999
Склад 206;19.01.2013;774976.799999999
Склад 206;21.01.2013;889400.799999998
Склад 206;25.01.2013;473227.1
Склад 206;01.02.2013;482610.2
Склад 206;02.02.2013;517961.2
Склад 206;04.02.2013;427846.7
Склад 206;07.02.2013;302395.7
Склад 206;12.02.2013;318482.1
Склад 206;13.02.2013;463466.6
Склад 206;15.02.2013;526305.7
Склад 206;18.02.2013;435183.1
Склад 206;25.02.2013;190424.8
Склад 206;27.02.2013;371326.3
Склад 206;05.03.2013;416159.9
Склад 206;08.03.2013;1040010.6
Склад 206;10.03.2013;461532.099999999
Склад 206;11.03.2013;364696.1
Склад 206;20.03.2013;378710.6
Склад 206;23.03.2013;635178.399999999
Склад 206;24.03.2013;583275.9
Склад 206;26.03.2013;347240.8
Склад 206;30.03.2013;639384.999999999
Склад 206;06.04.2013;709934.6
Склад 206;07.04.2013;605613.5
Склад 206;19.04.2013;543107.9
Склад 206;26.04.2013;635096.5
Склад 206;29.04.2013;392394.3
Склад 206;30.04.2013;647730.299999999
Склад 206;01.05.2013;424518.2
Склад 206;03.05.2013;561083.9
Склад 206;04.05.2013;725714.9
Склад 206;13.05.2013;465508.8
Склад 206;14.05.2013;507618.2
Склад 206;24.05.2013;619735.4
Склад 206;25.05.2013;639337.4
Склад 206;05.06.2013;420733.9
Склад 206;11.06.2013;490078.099999999
Склад 206;18.06.2013;502204.2
Склад 206;21.06.2013;488220.2
Склад 206;23.06.2013;525963.2
Склад 206;25.06.2013;504002.8
Склад 206;28.06.2013;545431.199999999
Склад 206;02.07.2013;525113.3
Склад 206;06.07.2013;471068.5
Склад 206;09.07.2013;489146.2
Склад 206;10.07.2013;444347.6
Склад 206;13.07.2013;768071.599999999
Склад 206;21.07.2013;552907.7
Склад 206;24.07.2013;430345.9
Склад 206;27.07.2013;683964
Склад 206;30.07.2013;496655.4
Склад 206;31.07.2013;503184.5
Склад 206;01.08.2013;478964.099999999
Склад 206;02.08.2013;659675.899999999
Склад 206;04.08.2013;508316.6
Склад 206;06.08.2013;396174.9
Склад 206;07.08.2013;539006.299999999
Склад 206;09.08.2013;646670.4
Склад 206;11.08.2013;430278.699999999
Склад 206;17.08.2013;715397.399999999
Склад 206;18.08.2013;555008.7
Склад 206;19.08.2013;478571.4
Склад 206;20.08.2013;460808.4
Склад 206;22.08.2013;531901.7
Склад 206;31.08.2013;830505.8
Склад 206;02.09.2013;579385.699999999
Склад 206;03.09.2013;494402.3
Склад 206;05.09.2013;482346.7
Склад 206;08.09.2013;586514.4
Склад 206;11.09.2013;509766.1
Склад 206;12.09.2013;519053.8
Склад 206;13.09.2013;724811.8
Склад 206;15.09.2013;596104
Склад 206;18.09.2013;513900
Склад 206;25.09.2013;521090.4
Склад 206;26.09.2013;528212.8
Склад 206;30.09.2013;509076.3
Склад 206;04.10.2013;672310
Склад 206;09.10.2013;525218.9
Склад 206;10.10.2013;551338.099999999
Склад 206;12.10.2013;828756.299999999
Склад 206;18.10.2013;757742.8
Склад 206;27.10.2013;691873.699999999
Склад 206;29.10.2013;537276.3
Склад 206;31.10.2013;567049.9
Склад 206;03.11.2013;744926.499999999
Склад 206;09.11.2013;869323
Склад 206;11.11.2013;519075.599999999
Склад 206;14.11.2013;600349.799999999
Склад 206;15.11.2013;815098.799999999
Склад 206;16.11.2013;900496.799999999
Склад 206;28.11.2013;699838.799999999
Склад 206;30.11.2013;1044099.9
Склад 206;01.12.2013;576226.4
Склад 206;02.12.2013;804084.3
Склад 206;05.12.2013;593928.3
Склад 206;08.12.2013;793099.5
Склад 206;10.12.2013;691872.8
Склад 206;19.12.2013;824697.799999999
Склад 206;23.12.2013;778464.5
Склад 206;25.12.2013;821723.1
Склад 206;31.12.2013;2715698.3
Склад 206;02.01.2014;591156.2
Склад 206;06.01.2014;833502.299999999
Склад 206;07.01.2014;700615.599999999
Склад 206;08.01.2014;596750.799999999
Склад 206;10.01.2014;663538
Склад 206;15.01.2014;619004.899999999
Склад 206;05.02.2014;621235.499999999
Склад 206;06.02.2014;678158.2
Склад 206;07.02.2014;702128.599999999
Склад 206;08.02.2014;950567.8
Склад 206;16.02.2014;742928.5
Склад 206;17.02.2014;629357.899999999
Склад 206;19.02.2014;603639.6
Склад 206;25.02.2014;612929.1
Склад 206;26.02.2014;636909.3
Склад 206;01.03.2014;936511.099999999
Склад 206;13.03.2014;632063.199999999
Склад 206;17.03.2014;574586.6
Склад 206;21.03.2014;831438.8
Склад 206;22.03.2014;963118.5
Склад 206;23.03.2014;720013.299999999
Склад 206;01.04.2014;562413.399999999
Склад 206;02.04.2014;557756.499999999
Склад 206;03.04.2014;716951.999999999
Склад 206;06.04.2014;711194.399999999
Склад 206;14.04.2014;572067.099999999
Склад 206;15.04.2014;619642.3
Склад 206;20.04.2014;630856.799999999
Склад 206;23.04.2014;628901.4
Склад 206;25.04.2014;801766.899999999
Склад 206;02.05.2014;749667.5
Склад 206;07.05.2014;648444.199999999
Склад 206;11.05.2014;700539.199999999
Склад 206;17.05.2014;840788.3
Склад 206;19.05.2014;562609.899999999
Склад 206;25.05.2014;727807.399999999
Склад 206;08.06.2014;747145.199999999
Склад 206;09.06.2014;579144.9
Склад 206;10.06.2014;680719.399999999
Склад 206;11.06.2014;720103.499999999
Склад 206;17.06.2014;621769.6
