Склад;ДатаКлюч;Продажи рублей
Склад 66;16.11.2015;782994.899999998
Склад 66;21.11.2015;967714.199999998
Склад 66;26.11.2015;1008116.2
Склад 66;29.11.2015;849369.599999998
Склад 66;04.12.2015;884610.299999999
Склад 66;13.12.2015;937648.399999999
Склад 66;14.12.2015;928036.599999998
Склад 66;17.12.2015;1073949.2
Склад 66;18.12.2015;1090061.7
Склад 66;20.12.2015;922447.999999998
Склад 66;23.12.2015;958763.799999999
Склад 66;27.12.2015;1072242.5
Склад 66;28.12.2015;1222390.7
Склад 66;31.12.2015;3102067.70000001
